Gene stable ID	Mouse gene stable ID
MGP_BALBcJ_G0022410	ENSMUSG00000022489
MGP_BALBcJ_G0038164	ENSMUSG00000065727
MGP_BALBcJ_G0030418	ENSMUSG00000019577
MGP_BALBcJ_G0000560	
MGP_BALBcJ_G0016242	ENSMUSG00000049515
MGP_BALBcJ_G0004068	
MGP_BALBcJ_G0034318	ENSMUSG00000037808
MGP_BALBcJ_G0013530	
MGP_BALBcJ_G0032531	ENSMUSG00000052396
MGP_BALBcJ_G0030402	ENSMUSG00000044156
MGP_BALBcJ_G0002482	ENSMUSG00000076747
MGP_BALBcJ_G0031108	ENSMUSG00000045009
MGP_BALBcJ_G0025288	ENSMUSG00000048186
MGP_BALBcJ_G0025084	ENSMUSG00000025008
MGP_BALBcJ_G0000134	ENSMUSG00000076570
MGP_BALBcJ_G0031130	ENSMUSG00000068011
MGP_BALBcJ_G0024603	ENSMUSG00000037477
MGP_BALBcJ_G0017242	ENSMUSG00000036923
MGP_BALBcJ_G0004216	
MGP_BALBcJ_G0007494	ENSMUSG00000097572
MGP_BALBcJ_G0007375	ENSMUSG00000097203
MGP_BALBcJ_G0035263	ENSMUSG00000032607
MGP_BALBcJ_G0018229	ENSMUSG00000049470
MGP_BALBcJ_G0037518	ENSMUSG00000089242
MGP_BALBcJ_G0006863	ENSMUSG00000093482
MGP_BALBcJ_G0031512	
MGP_BALBcJ_G0021534	ENSMUSG00000022000
MGP_BALBcJ_G0027747	ENSMUSG00000068744
MGP_BALBcJ_G0022553	ENSMUSG00000012114
MGP_BALBcJ_G0010563	
MGP_BALBcJ_G0023477	
MGP_BALBcJ_G0027632	ENSMUSG00000027871
MGP_BALBcJ_G0022455	ENSMUSG00000039427
MGP_BALBcJ_G0004099	
MGP_BALBcJ_G0001117	
MGP_BALBcJ_G0009880	ENSMUSG00000088421
MGP_BALBcJ_G0033693	ENSMUSG00000070003
MGP_BALBcJ_G0011451	
MGP_BALBcJ_G0010455	
MGP_BALBcJ_G0039491	ENSMUSG00000088905
MGP_BALBcJ_G0016273	ENSMUSG00000084989
MGP_BALBcJ_G0022071	ENSMUSG00000022407
MGP_BALBcJ_G0026337	ENSMUSG00000046971
MGP_BALBcJ_G0033491	ENSMUSG00000031578
MGP_BALBcJ_G0025693	ENSMUSG00000069495
MGP_BALBcJ_G0026486	ENSMUSG00000027300
MGP_BALBcJ_G0000084	
MGP_BALBcJ_G0019083	ENSMUSG00000044041
MGP_BALBcJ_G0015835	ENSMUSG00000050217
MGP_BALBcJ_G0031078	ENSMUSG00000034639
MGP_BALBcJ_G0008386	ENSMUSG00000099290
MGP_BALBcJ_G0021656	ENSMUSG00000079105
MGP_BALBcJ_G0022235	ENSMUSG00000023169
MGP_BALBcJ_G0000942	
MGP_BALBcJ_G0011936	
MGP_BALBcJ_G0026201	ENSMUSG00000027167
MGP_BALBcJ_G0012905	
MGP_BALBcJ_G0020816	ENSMUSG00000096330
MGP_BALBcJ_G0036928	ENSMUSG00000090005
MGP_BALBcJ_G0028670	ENSMUSG00000028645
MGP_BALBcJ_G0015163	ENSMUSG00000092373
MGP_BALBcJ_G0006141	ENSMUSG00000105297
MGP_BALBcJ_G0014950	
MGP_BALBcJ_G0007423	
MGP_BALBcJ_G0027183	ENSMUSG00000027748
MGP_BALBcJ_G0018460	ENSMUSG00000023781
MGP_BALBcJ_G0015519	ENSMUSG00000087288
MGP_BALBcJ_G0033710	
MGP_BALBcJ_G0023620	ENSMUSG00000024426
MGP_BALBcJ_G0026360	ENSMUSG00000027254
MGP_BALBcJ_G0025268	ENSMUSG00000063698
MGP_BALBcJ_G0014670	
MGP_BALBcJ_G0018456	ENSMUSG00000020895
MGP_BALBcJ_G0013815	
MGP_BALBcJ_G0026521	ENSMUSG00000027350
MGP_BALBcJ_G0037254	ENSMUSG00000087718
MGP_BALBcJ_G0003379	
MGP_BALBcJ_G0032225	ENSMUSG00000064158
MGP_BALBcJ_G0024973	ENSMUSG00000041731
MGP_BALBcJ_G0017104	ENSMUSG00000063428
MGP_BALBcJ_G0012530	
MGP_BALBcJ_G0002365	
MGP_BALBcJ_G0038697	ENSMUSG00000088308
MGP_BALBcJ_G0039466	ENSMUSG00000064642
MGP_BALBcJ_G0031693	ENSMUSG00000007209
MGP_BALBcJ_G0019311	ENSMUSG00000044811
MGP_BALBcJ_G0014276	
MGP_BALBcJ_G0008395	ENSMUSG00000104884
MGP_BALBcJ_G0028359	ENSMUSG00000051675
MGP_BALBcJ_G0034754	ENSMUSG00000000171
MGP_BALBcJ_G0005185	ENSMUSG00000097457
MGP_BALBcJ_G0039717	
MGP_BALBcJ_G0013957	
MGP_BALBcJ_G0039599	ENSMUSG00000077422
MGP_BALBcJ_G0033734	ENSMUSG00000031808
MGP_BALBcJ_G0016311	ENSMUSG00000057329
MGP_BALBcJ_G0011172	
MGP_BALBcJ_G0014272	
MGP_BALBcJ_G0004597	
MGP_BALBcJ_G0025370	ENSMUSG00000026775
MGP_BALBcJ_G0004949	ENSMUSG00000099459
MGP_BALBcJ_G0006780	ENSMUSG00000105593
MGP_BALBcJ_G0002577	
MGP_BALBcJ_G0000908	
MGP_BALBcJ_G0012454	
MGP_BALBcJ_G0013267	
MGP_BALBcJ_G0040482	
MGP_BALBcJ_G0035960	ENSMUSG00000046449
MGP_BALBcJ_G0039921	
MGP_BALBcJ_G0015150	ENSMUSG00000086487
MGP_BALBcJ_G0020009	ENSMUSG00000066361
MGP_BALBcJ_G0033263	ENSMUSG00000037606
MGP_BALBcJ_G0016395	ENSMUSG00000042349
MGP_BALBcJ_G0018647	ENSMUSG00000045287
MGP_BALBcJ_G0021650	ENSMUSG00000022184
MGP_BALBcJ_G0005913	ENSMUSG00000075277
MGP_BALBcJ_G0024483	ENSMUSG00000024521
MGP_BALBcJ_G0000230	
MGP_BALBcJ_G0037462	ENSMUSG00000087812
MGP_BALBcJ_G0034884	ENSMUSG00000034839
MGP_BALBcJ_G0033370	ENSMUSG00000031458
MGP_BALBcJ_G0022417	ENSMUSG00000054939
MGP_BALBcJ_G0007072	ENSMUSG00000086021
MGP_BALBcJ_G0018698	ENSMUSG00000000632
MGP_BALBcJ_G0027867	ENSMUSG00000028016
MGP_BALBcJ_G0023864	ENSMUSG00000003208
MGP_BALBcJ_G0036144	ENSMUSG00000025262
MGP_BALBcJ_G0018764	ENSMUSG00000035352
MGP_BALBcJ_G0039969	
MGP_BALBcJ_G0028934	ENSMUSG00000028675
MGP_BALBcJ_G0003480	
MGP_BALBcJ_G0040279	
MGP_BALBcJ_G0025390	ENSMUSG00000036833
MGP_BALBcJ_G0018187	
MGP_BALBcJ_G0015320	ENSMUSG00000067577
MGP_BALBcJ_G0016998	ENSMUSG00000050844
MGP_BALBcJ_G0021267	ENSMUSG00000040997
MGP_BALBcJ_G0037106	ENSMUSG00000094979
MGP_BALBcJ_G0036185	ENSMUSG00000025658
MGP_BALBcJ_G0023444	ENSMUSG00000024029
MGP_BALBcJ_G0035132	ENSMUSG00000090470
MGP_BALBcJ_G0028366	ENSMUSG00000059343
MGP_BALBcJ_G0021776	ENSMUSG00000022295
MGP_BALBcJ_G0001923	
MGP_BALBcJ_G0022300	ENSMUSG00000043144
MGP_BALBcJ_G0025078	ENSMUSG00000067225
MGP_BALBcJ_G0015490	ENSMUSG00000085034
MGP_BALBcJ_G0031449	ENSMUSG00000030247
MGP_BALBcJ_G0033896	ENSMUSG00000031661
MGP_BALBcJ_G0024948	ENSMUSG00000024659
MGP_BALBcJ_G0039281	ENSMUSG00000077246
MGP_BALBcJ_G0019237	ENSMUSG00000075480
MGP_BALBcJ_G0027255	ENSMUSG00000049404
MGP_BALBcJ_G0004500	ENSMUSG00000086500
MGP_BALBcJ_G0034281	ENSMUSG00000041124
MGP_BALBcJ_G0008022	ENSMUSG00000105839
MGP_BALBcJ_G0017611	
MGP_BALBcJ_G0029962	
MGP_BALBcJ_G0025987	
MGP_BALBcJ_G0015796	ENSMUSG00000025779
MGP_BALBcJ_G0005551	
MGP_BALBcJ_G0000310	
MGP_BALBcJ_G0040242	
MGP_BALBcJ_G0022190	ENSMUSG00000054136
MGP_BALBcJ_G0013020	
MGP_BALBcJ_G0013203	
MGP_BALBcJ_G0033598	ENSMUSG00000038215
MGP_BALBcJ_G0037370	ENSMUSG00000089071
MGP_BALBcJ_G0032237	
MGP_BALBcJ_G0008036	ENSMUSG00000065421
MGP_BALBcJ_G0027307	ENSMUSG00000027998
MGP_BALBcJ_G0025008	ENSMUSG00000024827
MGP_BALBcJ_G0002166	
MGP_BALBcJ_G0023635	ENSMUSG00000078154
MGP_BALBcJ_G0013603	
MGP_BALBcJ_G0000699	
MGP_BALBcJ_G0014734	
MGP_BALBcJ_G0014081	
MGP_BALBcJ_G0013962	
MGP_BALBcJ_G0030469	ENSMUSG00000029695
MGP_BALBcJ_G0000107	ENSMUSG00000076518
MGP_BALBcJ_G0002580	
MGP_BALBcJ_G0003153	
MGP_BALBcJ_G0014643	
MGP_BALBcJ_G0001384	
MGP_BALBcJ_G0032668	ENSMUSG00000052217
MGP_BALBcJ_G0026404	ENSMUSG00000053615
MGP_BALBcJ_G0022497	ENSMUSG00000022685
MGP_BALBcJ_G0032713	
MGP_BALBcJ_G0011166	
MGP_BALBcJ_G0012361	
MGP_BALBcJ_G0040527	
MGP_BALBcJ_G0038306	ENSMUSG00000088616
MGP_BALBcJ_G0012588	
MGP_BALBcJ_G0009945	
MGP_BALBcJ_G0011119	
MGP_BALBcJ_G0010303	
MGP_BALBcJ_G0011289	
MGP_BALBcJ_G0007638	ENSMUSG00000104812
MGP_BALBcJ_G0025345	ENSMUSG00000054074
MGP_BALBcJ_G0017559	ENSMUSG00000047129
MGP_BALBcJ_G0004170	
MGP_BALBcJ_G0004053	
MGP_BALBcJ_G0027124	ENSMUSG00000027708
MGP_BALBcJ_G0009372	ENSMUSG00000088165
MGP_BALBcJ_G0008080	ENSMUSG00000098751
MGP_BALBcJ_G0033216	ENSMUSG00000048200
MGP_BALBcJ_G0027565	ENSMUSG00000028106
MGP_BALBcJ_G0039443	ENSMUSG00000089447
MGP_BALBcJ_G0038594	ENSMUSG00000064427
MGP_BALBcJ_G0024745	ENSMUSG00000024963
MGP_BALBcJ_G0010503	
MGP_BALBcJ_G0004031	
MGP_BALBcJ_G0022620	ENSMUSG00000021018
MGP_BALBcJ_G0023305	ENSMUSG00000059562
MGP_BALBcJ_G0026480	ENSMUSG00000037773
MGP_BALBcJ_G0018595	ENSMUSG00000040158
MGP_BALBcJ_G0025199	ENSMUSG00000006435
MGP_BALBcJ_G0012481	
MGP_BALBcJ_G0007679	ENSMUSG00000076282
MGP_BALBcJ_G0034215	ENSMUSG00000000740
MGP_BALBcJ_G0001379	
MGP_BALBcJ_G0018057	ENSMUSG00000060923
MGP_BALBcJ_G0027693	ENSMUSG00000000562
MGP_BALBcJ_G0020952	ENSMUSG00000056296
MGP_BALBcJ_G0016527	ENSMUSG00000032666
MGP_BALBcJ_G0023081	ENSMUSG00000023805
MGP_BALBcJ_G0005108	ENSMUSG00000097201
MGP_BALBcJ_G0023935	ENSMUSG00000045036
MGP_BALBcJ_G0001882	
MGP_BALBcJ_G0001142	
MGP_BALBcJ_G0000377	
MGP_BALBcJ_G0013436	
MGP_BALBcJ_G0009608	ENSMUSG00000099302
MGP_BALBcJ_G0003083	
MGP_BALBcJ_G0022626	ENSMUSG00000043391
MGP_BALBcJ_G0032032	ENSMUSG00000044453
MGP_BALBcJ_G0016517	ENSMUSG00000006010
MGP_BALBcJ_G0019002	ENSMUSG00000019312
MGP_BALBcJ_G0011759	
MGP_BALBcJ_G0011621	
MGP_BALBcJ_G0032243	
MGP_BALBcJ_G0026407	ENSMUSG00000091337
MGP_BALBcJ_G0027318	ENSMUSG00000047819
MGP_BALBcJ_G0006675	ENSMUSG00000105850
MGP_BALBcJ_G0035810	ENSMUSG00000015290
MGP_BALBcJ_G0015232	ENSMUSG00000086541
MGP_BALBcJ_G0012577	
MGP_BALBcJ_G0009835	ENSMUSG00000089344
MGP_BALBcJ_G0034751	
MGP_BALBcJ_G0003856	
MGP_BALBcJ_G0017846	ENSMUSG00000095138
MGP_BALBcJ_G0017266	ENSMUSG00000019947
MGP_BALBcJ_G0030999	ENSMUSG00000030086
MGP_BALBcJ_G0039792	
MGP_BALBcJ_G0022734	ENSMUSG00000034473
MGP_BALBcJ_G0014735	
MGP_BALBcJ_G0018546	ENSMUSG00000050675
MGP_BALBcJ_G0012085	
MGP_BALBcJ_G0036885	ENSMUSG00000090135
MGP_BALBcJ_G0007787	ENSMUSG00000099259
MGP_BALBcJ_G0024944	ENSMUSG00000024726
MGP_BALBcJ_G0017425	ENSMUSG00000035621
MGP_BALBcJ_G0018814	ENSMUSG00000045140
MGP_BALBcJ_G0030255	ENSMUSG00000096798
MGP_BALBcJ_G0030268	ENSMUSG00000053553
MGP_BALBcJ_G0002990	
MGP_BALBcJ_G0026886	ENSMUSG00000017969
MGP_BALBcJ_G0010705	
MGP_BALBcJ_G0027771	ENSMUSG00000027966
MGP_BALBcJ_G0016864	ENSMUSG00000037624
MGP_BALBcJ_G0002901	
MGP_BALBcJ_G0026570	ENSMUSG00000001768
MGP_BALBcJ_G0039948	
MGP_BALBcJ_G0023379	ENSMUSG00000024208
MGP_BALBcJ_G0019324	ENSMUSG00000018862
MGP_BALBcJ_G0013378	
MGP_BALBcJ_G0032436	ENSMUSG00000057706
MGP_BALBcJ_G0013715	
MGP_BALBcJ_G0008627	ENSMUSG00000093226
MGP_BALBcJ_G0028295	ENSMUSG00000028434
MGP_BALBcJ_G0026510	ENSMUSG00000079037
MGP_BALBcJ_G0026243	ENSMUSG00000044560
MGP_BALBcJ_G0004807	ENSMUSG00000100893
MGP_BALBcJ_G0038361	ENSMUSG00000088858
MGP_BALBcJ_G0018188	ENSMUSG00000020375
MGP_BALBcJ_G0024647	ENSMUSG00000063904
MGP_BALBcJ_G0007842	ENSMUSG00000098919
MGP_BALBcJ_G0004495	
MGP_BALBcJ_G0001631	
MGP_BALBcJ_G0005377	ENSMUSG00000098202
MGP_BALBcJ_G0037863	ENSMUSG00000087938
MGP_BALBcJ_G0013866	
MGP_BALBcJ_G0036395	
MGP_BALBcJ_G0039401	ENSMUSG00000077716
MGP_BALBcJ_G0017225	ENSMUSG00000020085
MGP_BALBcJ_G0000080	ENSMUSG00000094694
MGP_BALBcJ_G0016168	ENSMUSG00000026220
MGP_BALBcJ_G0031419	ENSMUSG00000030224
MGP_BALBcJ_G0015615	ENSMUSG00000101970
MGP_BALBcJ_G0011395	
MGP_BALBcJ_G0004966	ENSMUSG00000100627
MGP_BALBcJ_G0009355	ENSMUSG00000088775
MGP_BALBcJ_G0035526	ENSMUSG00000015340
MGP_BALBcJ_G0014576	
MGP_BALBcJ_G0027182	ENSMUSG00000027746
MGP_BALBcJ_G0017722	ENSMUSG00000020115
MGP_BALBcJ_G0031208	ENSMUSG00000030117
MGP_BALBcJ_G0034391	ENSMUSG00000066892
MGP_BALBcJ_G0003436	
MGP_BALBcJ_G0004934	ENSMUSG00000100987
MGP_BALBcJ_G0026140	ENSMUSG00000027221
MGP_BALBcJ_G0020158	ENSMUSG00000058258
MGP_BALBcJ_G0008342	ENSMUSG00000106348
MGP_BALBcJ_G0028110	ENSMUSG00000028405
MGP_BALBcJ_G0006154	ENSMUSG00000102785
MGP_BALBcJ_G0032760	ENSMUSG00000096714
MGP_BALBcJ_G0023307	ENSMUSG00000015127
MGP_BALBcJ_G0017642	
MGP_BALBcJ_G0039489	ENSMUSG00000088876
MGP_BALBcJ_G0004731	ENSMUSG00000104328
MGP_BALBcJ_G0034915	ENSMUSG00000036466
MGP_BALBcJ_G0040162	
MGP_BALBcJ_G0020898	ENSMUSG00000023132
MGP_BALBcJ_G0016151	ENSMUSG00000055980
MGP_BALBcJ_G0010615	
MGP_BALBcJ_G0032661	ENSMUSG00000047545
MGP_BALBcJ_G0026897	ENSMUSG00000044641
MGP_BALBcJ_G0008622	ENSMUSG00000098401
MGP_BALBcJ_G0039663	
MGP_BALBcJ_G0008663	ENSMUSG00000092701
MGP_BALBcJ_G0003600	
MGP_BALBcJ_G0019548	ENSMUSG00000037149
MGP_BALBcJ_G0028675	ENSMUSG00000028642
MGP_BALBcJ_G0006095	ENSMUSG00000104411
MGP_BALBcJ_G0034435	ENSMUSG00000040883
MGP_BALBcJ_G0039294	ENSMUSG00000077717
MGP_BALBcJ_G0027762	ENSMUSG00000051638
MGP_BALBcJ_G0024098	ENSMUSG00000024283
MGP_BALBcJ_G0014291	
MGP_BALBcJ_G0030635	ENSMUSG00000048284
MGP_BALBcJ_G0035140	ENSMUSG00000096316
MGP_BALBcJ_G0022760	ENSMUSG00000022837
MGP_BALBcJ_G0010161	
MGP_BALBcJ_G0015202	ENSMUSG00000084775
MGP_BALBcJ_G0001549	
MGP_BALBcJ_G0023986	ENSMUSG00000024068
MGP_BALBcJ_G0040092	
MGP_BALBcJ_G0027551	ENSMUSG00000038712
MGP_BALBcJ_G0003285	
MGP_BALBcJ_G0040657	
MGP_BALBcJ_G0034527	ENSMUSG00000032118
MGP_BALBcJ_G0028433	ENSMUSG00000049799
MGP_BALBcJ_G0039086	ENSMUSG00000064390
MGP_BALBcJ_G0023326	ENSMUSG00000041199
MGP_BALBcJ_G0031086	ENSMUSG00000034387
MGP_BALBcJ_G0039137	ENSMUSG00000077701
MGP_BALBcJ_G0017817	ENSMUSG00000025358
MGP_BALBcJ_G0001755	
MGP_BALBcJ_G0029639	ENSMUSG00000029245
MGP_BALBcJ_G0001625	
MGP_BALBcJ_G0032310	
MGP_BALBcJ_G0032925	ENSMUSG00000030877
MGP_BALBcJ_G0018104	ENSMUSG00000020328
MGP_BALBcJ_G0026047	ENSMUSG00000075111
MGP_BALBcJ_G0025898	ENSMUSG00000075220
MGP_BALBcJ_G0020032	ENSMUSG00000041347
MGP_BALBcJ_G0019682	ENSMUSG00000062198
MGP_BALBcJ_G0028483	ENSMUSG00000028524
MGP_BALBcJ_G0027681	ENSMUSG00000002228
MGP_BALBcJ_G0012775	
MGP_BALBcJ_G0003667	
MGP_BALBcJ_G0019605	ENSMUSG00000020659
MGP_BALBcJ_G0010141	
MGP_BALBcJ_G0035500	ENSMUSG00000031154
MGP_BALBcJ_G0018650	ENSMUSG00000000753
MGP_BALBcJ_G0028014	ENSMUSG00000059482
MGP_BALBcJ_G0018476	ENSMUSG00000003934
MGP_BALBcJ_G0013567	
MGP_BALBcJ_G0011222	
MGP_BALBcJ_G0025000	ENSMUSG00000038658
MGP_BALBcJ_G0018038	ENSMUSG00000004018
MGP_BALBcJ_G0004120	
MGP_BALBcJ_G0009979	
MGP_BALBcJ_G0021393	
MGP_BALBcJ_G0009621	ENSMUSG00000089316
MGP_BALBcJ_G0027610	ENSMUSG00000028093
MGP_BALBcJ_G0029735	ENSMUSG00000063015
MGP_BALBcJ_G0032349	ENSMUSG00000030557
MGP_BALBcJ_G0007840	ENSMUSG00000093004
MGP_BALBcJ_G0007184	ENSMUSG00000108497
MGP_BALBcJ_G0000301	
MGP_BALBcJ_G0028203	
MGP_BALBcJ_G0005483	ENSMUSG00000100727
MGP_BALBcJ_G0009234	ENSMUSG00000092777
MGP_BALBcJ_G0036447	
MGP_BALBcJ_G0030440	ENSMUSG00000079679
MGP_BALBcJ_G0009388	ENSMUSG00000089618
MGP_BALBcJ_G0007734	ENSMUSG00000065406
MGP_BALBcJ_G0038875	ENSMUSG00000077708
MGP_BALBcJ_G0009625	ENSMUSG00000084644
MGP_BALBcJ_G0001573	
MGP_BALBcJ_G0002648	
MGP_BALBcJ_G0021555	ENSMUSG00000022016
MGP_BALBcJ_G0006108	ENSMUSG00000097584
MGP_BALBcJ_G0028200	ENSMUSG00000071001
MGP_BALBcJ_G0027528	
MGP_BALBcJ_G0019356	ENSMUSG00000034341
MGP_BALBcJ_G0012374	
MGP_BALBcJ_G0009577	ENSMUSG00000098986
MGP_BALBcJ_G0012167	
MGP_BALBcJ_G0026580	ENSMUSG00000037034
MGP_BALBcJ_G0007262	ENSMUSG00000050189
MGP_BALBcJ_G0003303	
MGP_BALBcJ_G0039065	ENSMUSG00000089350
MGP_BALBcJ_G0006495	ENSMUSG00000099937
MGP_BALBcJ_G0029758	ENSMUSG00000029328
MGP_BALBcJ_G0024768	ENSMUSG00000063796
MGP_BALBcJ_G0009014	ENSMUSG00000065571
MGP_BALBcJ_G0007179	ENSMUSG00000108345
MGP_BALBcJ_G0020088	ENSMUSG00000091402
MGP_BALBcJ_G0036853	ENSMUSG00000104900
MGP_BALBcJ_G0026059	ENSMUSG00000101918
MGP_BALBcJ_G0012084	
MGP_BALBcJ_G0019132	ENSMUSG00000035112
MGP_BALBcJ_G0002041	
MGP_BALBcJ_G0035981	ENSMUSG00000050921
MGP_BALBcJ_G0010470	
MGP_BALBcJ_G0009397	ENSMUSG00000098948
MGP_BALBcJ_G0017019	
MGP_BALBcJ_G0014807	
MGP_BALBcJ_G0010436	
MGP_BALBcJ_G0034747	ENSMUSG00000039542
MGP_BALBcJ_G0021034	ENSMUSG00000040818
MGP_BALBcJ_G0027833	ENSMUSG00000051278
MGP_BALBcJ_G0000106	ENSMUSG00000095497
MGP_BALBcJ_G0025441	ENSMUSG00000079539
MGP_BALBcJ_G0000753	
MGP_BALBcJ_G0006909	ENSMUSG00000107341
MGP_BALBcJ_G0003115	
MGP_BALBcJ_G0021005	ENSMUSG00000063821
MGP_BALBcJ_G0000892	
MGP_BALBcJ_G0035355	
MGP_BALBcJ_G0027358	ENSMUSG00000104445
MGP_BALBcJ_G0010567	
MGP_BALBcJ_G0037243	ENSMUSG00000093967
MGP_BALBcJ_G0007956	ENSMUSG00000093224
MGP_BALBcJ_G0004668	
MGP_BALBcJ_G0022871	ENSMUSG00000055789
MGP_BALBcJ_G0035562	ENSMUSG00000031059
MGP_BALBcJ_G0010681	
MGP_BALBcJ_G0036811	ENSMUSG00000088505
MGP_BALBcJ_G0008196	ENSMUSG00000106463
MGP_BALBcJ_G0007624	ENSMUSG00000077039
MGP_BALBcJ_G0001734	
MGP_BALBcJ_G0013006	
MGP_BALBcJ_G0018538	ENSMUSG00000018919
MGP_BALBcJ_G0037577	ENSMUSG00000088450
MGP_BALBcJ_G0022201	ENSMUSG00000079242
MGP_BALBcJ_G0001737	
MGP_BALBcJ_G0009300	ENSMUSG00000088036
MGP_BALBcJ_G0009164	ENSMUSG00000099309
MGP_BALBcJ_G0037380	ENSMUSG00000065115
MGP_BALBcJ_G0028317	ENSMUSG00000028383
MGP_BALBcJ_G0036954	ENSMUSG00000084760
MGP_BALBcJ_G0014297	
MGP_BALBcJ_G0000742	
MGP_BALBcJ_G0012603	
MGP_BALBcJ_G0012128	
MGP_BALBcJ_G0012365	
MGP_BALBcJ_G0028923	ENSMUSG00000037242
MGP_BALBcJ_G0002889	
MGP_BALBcJ_G0023876	ENSMUSG00000001227
MGP_BALBcJ_G0025021	ENSMUSG00000079342
MGP_BALBcJ_G0016481	ENSMUSG00000041605
MGP_BALBcJ_G0031523	ENSMUSG00000070873
MGP_BALBcJ_G0011739	
MGP_BALBcJ_G0011148	
MGP_BALBcJ_G0037406	ENSMUSG00000065256
MGP_BALBcJ_G0039901	
MGP_BALBcJ_G0037587	ENSMUSG00000089293
MGP_BALBcJ_G0019934	ENSMUSG00000072905
MGP_BALBcJ_G0019934	ENSMUSG00000095717
MGP_BALBcJ_G0019934	ENSMUSG00000079034
MGP_BALBcJ_G0019934	ENSMUSG00000096619
MGP_BALBcJ_G0019934	ENSMUSG00000096049
MGP_BALBcJ_G0019934	ENSMUSG00000113201
MGP_BALBcJ_G0019934	ENSMUSG00000113805
MGP_BALBcJ_G0019934	ENSMUSG00000096803
MGP_BALBcJ_G0019934	ENSMUSG00000113971
MGP_BALBcJ_G0019934	ENSMUSG00000092019
MGP_BALBcJ_G0019934	ENSMUSG00000079029
MGP_BALBcJ_G0019934	ENSMUSG00000095724
MGP_BALBcJ_G0019934	ENSMUSG00000114075
MGP_BALBcJ_G0019934	ENSMUSG00000093847
MGP_BALBcJ_G0039231	ENSMUSG00000088751
MGP_BALBcJ_G0015553	ENSMUSG00000029447
MGP_BALBcJ_G0004926	ENSMUSG00000086825
MGP_BALBcJ_G0014045	
MGP_BALBcJ_G0039552	ENSMUSG00000064530
MGP_BALBcJ_G0023096	ENSMUSG00000071984
MGP_BALBcJ_G0023772	ENSMUSG00000012296
MGP_BALBcJ_G0004908	ENSMUSG00000101179
MGP_BALBcJ_G0008230	ENSMUSG00000095529
MGP_BALBcJ_G0026478	ENSMUSG00000027409
MGP_BALBcJ_G0033400	ENSMUSG00000039775
MGP_BALBcJ_G0029815	
MGP_BALBcJ_G0003260	
MGP_BALBcJ_G0029537	
MGP_BALBcJ_G0015800	ENSMUSG00000025776
MGP_BALBcJ_G0001077	
MGP_BALBcJ_G0005206	ENSMUSG00000085113
MGP_BALBcJ_G0036023	ENSMUSG00000062791
MGP_BALBcJ_G0040007	
MGP_BALBcJ_G0017166	ENSMUSG00000038583
MGP_BALBcJ_G0034956	ENSMUSG00000036781
MGP_BALBcJ_G0017236	ENSMUSG00000097129
MGP_BALBcJ_G0026785	ENSMUSG00000057133
MGP_BALBcJ_G0008746	ENSMUSG00000092747
MGP_BALBcJ_G0034978	ENSMUSG00000032207
MGP_BALBcJ_G0025604	ENSMUSG00000038860
MGP_BALBcJ_G0035838	
MGP_BALBcJ_G0018002	ENSMUSG00000020160
MGP_BALBcJ_G0014557	
MGP_BALBcJ_G0036443	
MGP_BALBcJ_G0027220	ENSMUSG00000036334
MGP_BALBcJ_G0011698	
MGP_BALBcJ_G0006062	ENSMUSG00000085158
MGP_BALBcJ_G0003138	
MGP_BALBcJ_G0005434	ENSMUSG00000100728
MGP_BALBcJ_G0014650	
MGP_BALBcJ_G0032947	ENSMUSG00000052707
MGP_BALBcJ_G0015620	ENSMUSG00000085560
MGP_BALBcJ_G0024975	ENSMUSG00000024878
MGP_BALBcJ_G0021886	ENSMUSG00000022607
MGP_BALBcJ_G0031459	ENSMUSG00000043541
MGP_BALBcJ_G0034425	ENSMUSG00000032185
MGP_BALBcJ_G0004651	
MGP_BALBcJ_G0010584	
MGP_BALBcJ_G0039918	
MGP_BALBcJ_G0037049	ENSMUSG00000072677
MGP_BALBcJ_G0035067	
MGP_BALBcJ_G0022777	ENSMUSG00000046516
MGP_BALBcJ_G0037868	ENSMUSG00000064782
MGP_BALBcJ_G0031366	ENSMUSG00000071149
MGP_BALBcJ_G0032304	ENSMUSG00000030447
MGP_BALBcJ_G0013543	
MGP_BALBcJ_G0028382	ENSMUSG00000059049
MGP_BALBcJ_G0040464	
MGP_BALBcJ_G0014788	
MGP_BALBcJ_G0035742	ENSMUSG00000000838
MGP_BALBcJ_G0030398	ENSMUSG00000107011
MGP_BALBcJ_G0008542	ENSMUSG00000098406
MGP_BALBcJ_G0040345	
MGP_BALBcJ_G0001093	
MGP_BALBcJ_G0035914	ENSMUSG00000015668
MGP_BALBcJ_G0013933	
MGP_BALBcJ_G0006089	ENSMUSG00000104015
MGP_BALBcJ_G0030519	ENSMUSG00000029775
MGP_BALBcJ_G0019608	ENSMUSG00000020648
MGP_BALBcJ_G0004519	
MGP_BALBcJ_G0040230	
MGP_BALBcJ_G0015727	ENSMUSG00000087024
MGP_BALBcJ_G0009427	ENSMUSG00000089227
MGP_BALBcJ_G0035505	
MGP_BALBcJ_G0021723	ENSMUSG00000022265
MGP_BALBcJ_G0021277	ENSMUSG00000022178
MGP_BALBcJ_G0036594	ENSMUSG00000064748
MGP_BALBcJ_G0031975	ENSMUSG00000062040
MGP_BALBcJ_G0014811	
MGP_BALBcJ_G0003612	
MGP_BALBcJ_G0033691	ENSMUSG00000070002
